timestamp,episode,step,mean_reward,std_reward,min_reward,max_reward,total_reward,num_agents
2026-02-26T14:32:05.789073,1,0,-0.05393643754591136,2.0253964504621835e-16,-0.05393643754591171,-0.05393643754591104,-31.067388026444945,576
2026-02-26T14:32:05.809072,1,1,-0.053911671984312785,1.8107721364984798e-16,-0.0539116719843129,-0.05391167198431246,-31.053123062964165,576
2026-02-26T14:32:05.825525,1,2,-0.05383389122278312,1.1666149724882014e-16,-0.05383389122278337,-0.053833891222782926,-31.00832134432308,576
2026-02-26T14:32:05.841672,1,3,-0.04750407795817421,1.2719202621569003e-16,-0.04750407795817457,-0.04750407795817413,-27.362348903908348,576
2026-02-26T14:32:05.857386,1,4,-0.04639173998142327,9.020562075079397e-17,-0.04639173998142332,-0.0463917399814231,-26.721642229299803,576
2026-02-26T14:32:05.873613,1,5,-0.04314878390754675,1.4214856664723267e-16,-0.04314878390754706,-0.043148783907546395,-24.853699530746926,576
2026-02-26T14:32:05.889572,1,6,-0.0409899290532186,1.7749649012567695e-16,-0.04098992905321874,-0.0409899290532183,-23.61019913465391,576
2026-02-26T14:32:05.905339,1,7,-0.03807086511494282,1.0949389893418967e-16,-0.038070865114943064,-0.03807086511494262,-21.928818306207067,576
2026-02-26T14:32:05.921338,1,8,-0.03551336935020125,1.8871580367038856e-16,-0.03551336935020144,-0.035513369350200996,-20.455700745715923,576
2026-02-26T14:32:05.937077,1,9,-0.03271791746021472,1.2276156489239667e-16,-0.03271791746021502,-0.032717917460214574,-18.84552045708368,576
2026-02-26T14:32:05.953185,1,10,-0.03008322420016492,1.5258994251532936e-16,-0.03008322420016518,-0.030083224200164738,-17.327937139294995,576
2026-02-26T14:32:05.968370,1,11,-0.02736117030936853,1.278684588044975e-16,-0.0273611703093688,-0.027361170309368354,-15.760034098196273,576
2026-02-26T14:32:05.983910,1,12,-0.024718559122903827,1.4686870114880517e-16,-0.024718559122903994,-0.02471855912290355,-14.237890054792604,576
2026-02-26T14:32:05.998951,1,13,-0.022037935036372597,1.227452217431673e-16,-0.022037935036372858,-0.022037935036372414,-12.693850580950617,576
