timestamp,episode,step,mean_reward,std_reward,min_reward,max_reward,total_reward,num_agents
2026-02-10T19:39:07.972616,1,0,-0.05377785888193754,1.3095955923401825e-16,-0.05377785888193776,-0.05377785888193731,-21.511143552775017,400
2026-02-10T19:39:08.023283,1,1,-0.05318273613077593,4.9358903752513116e-17,-0.053182736130775954,-0.05318273613077573,-21.273094452310374,400
2026-02-10T19:39:08.071576,1,2,-0.05272962977283936,2.272739340717841e-16,-0.0527296297728399,-0.05272962977283924,-21.091851909135745,400
2026-02-10T19:39:08.118799,1,3,-0.05248316095671155,8.582937747229195e-17,-0.052483160956711794,-0.05248316095671135,-20.99326438268462,400
2026-02-10T19:39:08.166145,1,4,-0.05242372512894611,1.2161883888976234e-16,-0.05242372512894633,-0.052423725128945886,-20.969490051578443,400
2026-02-10T19:39:08.215950,1,5,-0.05250310356923789,1.0623534945633305e-16,-0.05250310356923804,-0.05250310356923782,-21.001241427695156,400
2026-02-10T19:39:08.267963,1,6,-0.0526641986681949,3.5310721402943563e-16,-0.05266419866819527,-0.052664198668194384,-21.06567946727796,400
2026-02-10T19:39:08.319934,1,7,-0.052890577489794206,2.5808581349355984e-16,-0.05289057748979453,-0.052890577489793866,-21.15623099591768,400
2026-02-10T19:39:08.372723,1,8,-0.053193932889506135,0.0,-0.053193932889506135,-0.053193932889506135,-21.277573155802454,400
2026-02-10T19:39:08.422087,1,9,-0.053538689861534455,7.947987303456223e-17,-0.05353868986153465,-0.05353868986153443,-21.41547594461378,400
2026-02-10T19:39:08.471528,1,10,-0.0538402074914117,6.662783593823664e-17,-0.05384020749141172,-0.053840207491411496,-21.53608299656468,400
2026-02-10T19:39:08.520587,1,11,-0.05401455769461286,1.452865864093589e-16,-0.05401455769461316,-0.05401455769461272,-21.605823077845145,400
2026-02-10T19:39:08.569206,1,12,-0.053981695032150306,1.1970346188077034e-16,-0.053981695032150556,-0.05398169503215011,-21.592678012860123,400
2026-02-10T19:39:08.615545,1,13,-0.05370480292997572,1.6432144662310225e-16,-0.053704802929975815,-0.05370480292997515,-21.481921171990287,400
2026-02-10T19:39:08.663379,1,14,-0.053175817712229526,2.118352371637509e-16,-0.05317581771222968,-0.053175817712229234,-21.27032708489181,400
2026-02-10T19:39:08.712101,1,15,-0.05237000292664626,1.452865864093589e-16,-0.05237000292664651,-0.052370002926646064,-20.948001170658504,400
2026-02-10T19:39:08.761371,1,16,-0.05128480312143225,1.7915251190874575e-16,-0.051284803121432576,-0.05128480312143191,-20.5139212485729,400
2026-02-10T19:39:08.809712,1,17,-0.04992407897453325,7.929792726436375e-17,-0.04992407897453344,-0.049924078974533215,-19.9696315898133,400
2026-02-10T19:39:08.858272,1,18,-0.04822929017094555,4.9358903752513116e-17,-0.04822929017094557,-0.04822929017094535,-19.29171606837822,400
2026-02-10T19:39:08.905900,1,19,-0.04615020440662024,9.694605782913357e-17,-0.046150204406620654,-0.04615020440662021,-18.460081762648095,400
2026-02-10T19:39:08.954287,1,20,-0.04373972928104103,2.315553705957619e-16,-0.04373972928104153,-0.04373972928104086,-17.495891712416412,400
2026-02-10T19:39:09.002490,1,21,-0.04112991251127014,1.7344458980126368e-16,-0.04112991251127052,-0.04112991251126963,-16.451965004508057,400
2026-02-10T19:39:09.049293,1,22,-0.038454342235520154,9.679694819282219e-17,-0.03845434223552058,-0.038454342235520134,-15.381736894208062,400
2026-02-10T19:39:09.095647,1,23,-0.035780382684110254,1.7344458980126368e-16,-0.03578038268411077,-0.0357803826841101,-14.312153073644103,400
2026-02-10T19:39:09.143328,1,24,-0.03314663004906903,1.3095955923401825e-16,-0.03314663004906926,-0.03314663004906859,-13.258652019627611,400
2026-02-10T19:39:09.191400,1,25,-0.030539210528945572,1.2948057833470968e-16,-0.030539210528945926,-0.030539210528945482,-12.215684211578228,400
