timestamp,episode,step,mean_reward,std_reward,min_reward,max_reward,total_reward,num_agents
2026-02-10T19:41:47.318104,1,0,-0.05377785888193754,1.3095955923401825e-16,-0.05377785888193776,-0.05377785888193731,-21.511143552775017,400
2026-02-10T19:41:47.368583,1,1,-0.05318273613077593,4.9358903752513116e-17,-0.053182736130775954,-0.05318273613077573,-21.273094452310374,400
2026-02-10T19:41:47.417204,1,2,-0.05272962977283936,2.272739340717841e-16,-0.0527296297728399,-0.05272962977283924,-21.091851909135745,400
2026-02-10T19:41:47.465000,1,3,-0.05248316095671155,8.582937747229195e-17,-0.052483160956711794,-0.05248316095671135,-20.99326438268462,400
2026-02-10T19:41:47.512580,1,4,-0.05242372512894611,1.2161883888976234e-16,-0.05242372512894633,-0.052423725128945886,-20.969490051578443,400
2026-02-10T19:41:47.562387,1,5,-0.05250310356923789,1.0623534945633305e-16,-0.05250310356923804,-0.05250310356923782,-21.001241427695156,400
2026-02-10T19:41:47.613556,1,6,-0.0526641986681949,3.5310721402943563e-16,-0.05266419866819527,-0.052664198668194384,-21.06567946727796,400
2026-02-10T19:41:47.664468,1,7,-0.052890577489794206,2.5808581349355984e-16,-0.05289057748979453,-0.052890577489793866,-21.15623099591768,400
2026-02-10T19:41:47.715665,1,8,-0.053193932889506135,0.0,-0.053193932889506135,-0.053193932889506135,-21.277573155802454,400
2026-02-10T19:41:47.765222,1,9,-0.053538689861534455,7.947987303456223e-17,-0.05353868986153465,-0.05353868986153443,-21.41547594461378,400
2026-02-10T19:41:47.815468,1,10,-0.0538402074914117,6.662783593823664e-17,-0.05384020749141172,-0.053840207491411496,-21.53608299656468,400
2026-02-10T19:41:47.864871,1,11,-0.05401455769461286,1.452865864093589e-16,-0.05401455769461316,-0.05401455769461272,-21.605823077845145,400
2026-02-10T19:41:47.913917,1,12,-0.053981695032150306,1.1970346188077034e-16,-0.053981695032150556,-0.05398169503215011,-21.592678012860123,400
2026-02-10T19:41:47.960762,1,13,-0.05370480292997572,1.6432144662310225e-16,-0.053704802929975815,-0.05370480292997515,-21.481921171990287,400
2026-02-10T19:41:48.009724,1,14,-0.053175817712229526,2.118352371637509e-16,-0.05317581771222968,-0.053175817712229234,-21.27032708489181,400
2026-02-10T19:41:48.058588,1,15,-0.05237000292664626,1.452865864093589e-16,-0.05237000292664651,-0.052370002926646064,-20.948001170658504,400
2026-02-10T19:41:48.106952,1,16,-0.05128480312143225,1.7915251190874575e-16,-0.051284803121432576,-0.05128480312143191,-20.5139212485729,400
