timestamp,episode,step,mean_reward,std_reward,min_reward,max_reward,total_reward,num_agents
2026-02-10T22:11:08.536986,1,0,-0.05393643754591136,2.0253964504621835e-16,-0.05393643754591171,-0.05393643754591104,-31.067388026444945,576
2026-02-10T22:11:08.561191,1,1,-0.053911671984312785,1.8107721364984798e-16,-0.0539116719843129,-0.05391167198431246,-31.053123062964165,576
2026-02-10T22:11:08.579780,1,2,-0.05383389122278312,1.3311106448512297e-16,-0.05383389122278359,-0.053833891222782926,-31.00832134432308,576
2026-02-10T22:11:08.596397,1,3,-0.04750407795817418,1.106603115984325e-16,-0.04750407795817435,-0.04750407795817391,-27.362348903908327,576
2026-02-10T22:11:08.612859,1,4,-0.046391739981423305,1.2693941022409027e-16,-0.04639173998142354,-0.0463917399814231,-26.721642229299825,576
2026-02-10T22:11:08.629240,1,5,-0.04314878390754665,1.7749649012567695e-16,-0.04314878390754706,-0.043148783907546395,-24.853699530746873,576
2026-02-10T22:11:08.645355,1,6,-0.040989929053218487,1.8871580367038856e-16,-0.04098992905321874,-0.0409899290532183,-23.610199134653847,576
2026-02-10T22:11:08.661664,1,7,-0.03807086511494286,1.0949389893418967e-16,-0.038070865114943064,-0.03807086511494262,-21.928818306207088,576
2026-02-10T22:11:08.677568,1,8,-0.03551336935020393,1.4304896245381993e-16,-0.03551336935020433,-0.03551336935020366,-20.455700745717465,576
2026-02-10T22:11:08.693594,1,9,-0.03271791746021399,2.00788778328138e-16,-0.03271791746021435,-0.032717917460213686,-18.84552045708326,576
