0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000021e-02 -5.393643754591136152e-02 2.850000000000000000e+01
2.000000000000000042e-02 -5.391167198431278534e-02 2.850000000000000000e+01
2.999999999999999889e-02 -5.383389122278312011e-02 2.850000000000000000e+01
4.000000000000000083e-02 -4.750407795817421230e-02 2.850000000000000000e+01
5.000000000000000278e-02 -4.639173998142327032e-02 2.850000000000000000e+01
5.999999999999999778e-02 -4.314878390754674914e-02 2.850000000000000000e+01
7.000000000000000666e-02 -4.098992905321859753e-02 2.850000000000000000e+01
8.000000000000000167e-02 -3.807086511494282149e-02 2.850000000000000000e+01
8.999999999999999667e-02 -3.551336935020125291e-02 2.850000000000000000e+01
1.000000000000000056e-01 -3.271791746021471964e-02 2.850000000000000000e+01
1.100000000000000006e-01 -3.008322420016492152e-02 2.850000000000000000e+01
1.199999999999999956e-01 -2.736117030936853142e-02 2.850000000000000000e+01
1.300000000000000044e-01 -2.471855912290382706e-02 2.850000000000000000e+01
1.400000000000000133e-01 -2.203793503637259746e-02 2.850000000000000000e+01
1.499999999999999944e-01 -1.940465587455095578e-02 2.850000000000000000e+01
1.600000000000000033e-01 -1.675541738446492679e-02 2.850000000000000000e+01
1.700000000000000122e-01 -1.413975038188900780e-02 2.850000000000000000e+01
1.799999999999999933e-01 -1.151978182376992878e-02 2.850000000000000000e+01
1.900000000000000022e-01 -8.926380323651450510e-03 2.850000000000000000e+01
2.000000000000000111e-01 -6.335607965229195226e-03 2.850000000000000000e+01
2.099999999999999922e-01 -3.767523462704527090e-03 2.850000000000000000e+01
2.200000000000000011e-01 -1.206651808826305185e-03 2.850000000000000000e+01
2.300000000000000100e-01 1.333670950518654362e-03 2.850000000000000000e+01
2.399999999999999911e-01 3.863518458990800042e-03 2.850000000000000000e+01
2.500000000000000000e-01 6.373910371754572431e-03 2.850000000000000000e+01
2.600000000000000089e-01 8.871393338548125285e-03 2.850000000000000000e+01
2.700000000000000178e-01 1.134986400840500009e-02 2.850000000000000000e+01
2.800000000000000266e-01 1.381353964766562394e-02 2.850000000000000000e+01
2.899999999999999800e-01 1.625823118888092972e-02 2.850000000000000000e+01
2.999999999999999889e-01 1.868660994570646092e-02 2.850000000000000000e+01
3.099999999999999978e-01 2.109576375062755665e-02 2.850000000000000000e+01
3.200000000000000067e-01 2.348733781381062702e-02 2.850000000000000000e+01
3.300000000000000155e-01 2.585927592069777944e-02 2.850000000000000000e+01
3.400000000000000244e-01 2.821254602805213854e-02 2.850000000000000000e+01
3.500000000000000333e-01 3.054566712737976503e-02 2.850000000000000000e+01
3.599999999999999867e-01 3.285916104788012826e-02 2.850000000000000000e+01
3.699999999999999956e-01 3.515193107650833870e-02 2.850000000000000000e+01
3.800000000000000044e-01 3.742420174919719456e-02 2.850000000000000000e+01
3.900000000000000133e-01 3.967512709123572484e-02 2.850000000000000000e+01
4.000000000000000222e-01 4.190472966311208081e-02 2.850000000000000000e+01
4.100000000000000311e-01 4.411232675700347411e-02 2.850000000000000000e+01
4.199999999999999845e-01 4.629781056063386746e-02 2.850000000000000000e+01
4.299999999999999933e-01 4.846061938212700704e-02 2.850000000000000000e+01
4.400000000000000022e-01 5.060058602565498109e-02 2.850000000000000000e+01
4.500000000000000111e-01 5.271727125066838493e-02 2.850000000000000000e+01
4.600000000000000200e-01 5.481052752442603510e-02 2.850000000000000000e+01
4.700000000000000289e-01 5.688006992314128402e-02 2.850000000000000000e+01
4.799999999999999822e-01 5.892584854489088531e-02 2.850000000000000000e+01
4.899999999999999911e-01 6.094776922661663404e-02 2.850000000000000000e+01
5.000000000000000000e-01 6.294593362387063129e-02 2.850000000000000000e+01
5.100000000000000089e-01 6.492045126351406181e-02 2.850000000000000000e+01
5.200000000000000178e-01 6.687158533565271123e-02 2.850000000000000000e+01
5.300000000000000266e-01 6.879961931603584269e-02 2.850000000000000000e+01
5.400000000000000355e-01 7.070493893883941783e-02 2.850000000000000000e+01
5.500000000000000444e-01 7.258793425754585249e-02 2.850000000000000000e+01
5.600000000000000533e-01 7.444904389574913406e-02 2.850000000000000000e+01
5.700000000000000622e-01 7.628868666000906962e-02 2.850000000000000000e+01
5.799999999999999600e-01 7.810728907757734374e-02 2.850000000000000000e+01
5.899999999999999689e-01 7.990524505910662212e-02 2.850000000000000000e+01
5.999999999999999778e-01 8.168294047921273449e-02 2.850000000000000000e+01
6.099999999999999867e-01 8.344073631241702427e-02 2.850000000000000000e+01
6.199999999999999956e-01 8.517899195883273100e-02 2.850000000000000000e+01
6.300000000000000044e-01 8.689806138353366183e-02 2.850000000000000000e+01
6.400000000000000133e-01 8.859831013397671817e-02 2.850000000000000000e+01
6.500000000000000222e-01 9.028011088717055599e-02 2.850000000000000000e+01
6.600000000000000311e-01 9.194384676224644226e-02 2.850000000000000000e+01
6.700000000000000400e-01 9.358989889673913209e-02 2.850000000000000000e+01
6.800000000000000488e-01 9.521863647060779812e-02 2.850000000000000000e+01
6.900000000000000577e-01 9.683039798761700068e-02 2.850000000000000000e+01
7.000000000000000666e-01 9.842547634008702584e-02 2.850000000000000000e+01
7.099999999999999645e-01 1.000041033497402615e-01 2.850000000000000000e+01
7.199999999999999734e-01 1.015664425405619770e-01 2.850000000000000000e+01
7.299999999999999822e-01 1.031125853349149080e-01 2.850000000000000000e+01
7.399999999999999911e-01 1.046425584998675190e-01 2.850000000000000000e+01
7.500000000000000000e-01 1.061563367854742590e-01 2.850000000000000000e+01
7.600000000000000089e-01 1.076538624122824889e-01 2.850000000000000000e+01
7.700000000000000178e-01 1.091350680945985807e-01 2.850000000000000000e+01
7.800000000000000266e-01 1.105999023073997306e-01 2.850000000000000000e+01
7.900000000000000355e-01 1.120483528820534480e-01 2.850000000000000000e+01
